view_index,idea_ref,name,view_type,catalog_id,interface_family,family_name,coverage_state,original_A,original_B,original_X,concrete_family_execution,family_evidence,view_specific_remaining,remaining_executable_interface,next_batch,external_gap,execution_scope,stale_source_status,source,original_boundary
236,ARX-123,Opto-ViT-v2 Photonic Fine-Tuning,per_paper_fusion_hint,W0574,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,光子近传感器ViT片上微调：冻结光权重W0+电子低秩因子链 + 仅缓存X·U + 五核前/反交错调度 + 梯度累积稀疏分类头 + 热串扰结构化噪声——光电子共训与稠密反传对照（借入≠X）。,全激活反传缓存；稠密头全参微调；独立高斯器件噪声；无流水重用光核。,Opto-ViT-v2光子微调≠lifting X；光学/训练旁路，勿搬VTAB分当净服务%。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"热串扰或光学工艺不可迁挤占 Stage B → 保持旁路。 | Silicon-photonic (SiPh) accelerators have emerged as a promising platform for Vision Transformer (ViT) inference by performing matrix multiplications on microring-resonator (MRR) banks with high throughput and energy efficiency. Extending these platforms to support on-chip fine-tuning remains challenging because backpropagation requires large activation storage, frequent weight write-back to MRRs,",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7弱相关（稀疏头/噪声鲁棒）。光学旁路。不抢 Stage B。f_candidates含F7。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,VTAB/噪声模拟≠valid825；仅摘录窗；MRR阵列≠数字same-port合同。
237,ARX-026,UEP Bit-Position DNN Memory,per_paper_fusion_hint,W0478,F06,精确证书/整组接受与回退,只停旧证书/旧早停布局,推理存储不等错误保护：按位敏感定Xsafe地板/模态档 + 三层UEP码(符号指数SECDED/高阶尾数SEC/LSB旁路) + cacheline类型标签 + 双电压分区SRAM——相对均匀SECDED的保护/能耗对照（借入≠X）。,均匀SECDED护全比特；无位敏感标定；单电压全保护宏；忽略多单元翻转边界。,UEP/Xsafe≠lifting X；可靠性旁路，勿搬ECC面积%/读能当净服务%。,原9/11已做严格equal-a/水平P2分级余量；本轮独立复放同305760lane及38220SIMD8证书命中0，不计新接口，未停不同参考轴,PRO_GROK_REVIEW_20260911.md;open_fusion_execution/EXECUTION_QUEUE.md;open_fusion_execution/breadth_20260912/rounding_margin/results.json,"SER约束或与Stage B同分母冲突 → 保持旁路。 | We characterize per-bit-position fault sensitivity in ML inference across 16 workloads -- spanning transformer-based models and attention-free CNNs -- and across three floating-point formats. Our central empirical finding is a sharp bit-sensitivity transition: flipping any of the least-significant fraction bits up to a data-type-specific threshold, Xsafe, degrades task metrics by less than 1% unde",新参考轴/可训裕度/连续消费者联合接受，比较应不先算原乘法；量化稳定不等于门正确,B5,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7弱相关（容错存储组织）。可靠性旁路。不抢 Stage B。f_candidates含F7。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,FIT/ECC面积≠valid825；补HTML§5；位平面交错≠lifting供数合同。
238,ARX-164,Sparsity Tax SIMD vs SIMT,per_paper_fusion_hint,W0615,F01,稀疏NRV×W供数/共享索引,已实做局部；完整原作未迁,事件驱动核稀疏税：锁步SIMD vs 位图门控Sparse-SIMD vs 每PE-AGU的SIMT+RLC——在中等稀疏下量化元数据/分歧成本与跳零收益对照（借入≠X）。,默认稀疏必赢；仅一种执行模型；无元数据开销的理想跳零；稠密权无门控。,Sparsity Tax比较≠lifting X；微架构旁路，差分不在面积/功耗点。,2tile×4ID完整C384→T10的原双指针RTL，以及本轮同址合并/冷cache CPU前端,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/shared_index_results.json,"中等稀疏下税大于收益或挤占 Stage B → 保持旁路/作负对照。 | Event-driven neuromorphic inference exploits activation sparsity by updating neuron state only on spikes. However, weight sparsity introduces irregular gather-style updates that undermine lockstep Single Instruction Multiple Data (SIMD) execution. We call the resulting overheads in control, metadata, and memory activity the sparsity tax. This paper quantifies that tax by comparing three closely re",8×8完整层、索引与源/NR4并行生成、真实冷DMA、后继FC2/BN2；本文CPU不覆盖这些,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F1/F2相关（权稀疏执行组织、事件更新）。微架构旁路。不抢 Stage B。f_candidates含F1,F2。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,RTL门级功耗≠valid825；仅方法窗；SIMT分歧≠lifting并集同步合同。
239,ARX-120,Sol-Attn On-the-Fly Sparse Attention,per_paper_fusion_hint,W0571,F15,注意力/残差算子替换或训练,未试此网络替换,视频生成即时稀疏注意：分块流式阈值选块 + 代理分复用作跳过块零阶近似校正 + 嵌套在线softmax核——相对物化top-k/top-p路由图的系统对照（借入≠X）。,物化全行代理图再全局top-k/p；离线路由索引写HBM；无近似校正的硬丢弃。,Sol-Attn视频注意≠lifting X；生成/内核旁路，勿搬墙钟加速比当净服务%。,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,"质量掉点或与Stage B同分母冲突 → 保持旁路。 | Diffusion transformers are essential for high-fidelity video generation, but long token sequences make attention a dominant inference bottleneck. Training-free dynamic sparse attention alleviates this bottleneck by computing only selected key-value blocks, yet existing methods struggle to sparsify attention both efficiently and accurately for two reasons: (1) Rigid, unpredictable, and costly routi",只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F2/F7相关（在线打包阈值、稀疏注意）。内核旁路。不抢 Stage B。f_candidates含F2,F7。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,VBench/PSNR≠valid825；仅方法窗；在线路由≠lifting源活动合同。
240,ARX-163,SpiNNaker2 Many-Core Platform,per_paper_fusion_hint,W0614,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,可扩展脑启发众核：软件定义PE + 片上MLA/数值加速 + 六角组播事件路由 + PE级DVFS/Auto-PL + OctopuScheduler层调度——相对固定突触-神经元ASIC与无DVFS平台的灵活/自适应对照（借入≠X）。,固定突触-神经元专用核；无加速器的纯MCU；无DVFS的恒定高压；仅片外调度的DNN。,SpiNNaker2平台≠lifting X；众核平台旁路，勿搬TOPS/W或突触事件/s当净服务%。,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,"平台迁移成本或与Stage B同分母冲突 → 保持旁路。 | In deep learning, efficiency gets more and more important to compensate for the ongoing growth in model sizes and applications. Neuromorphic hardware has long been advocated as an upcoming alternative to deep networks, taking inspiration from the brain for achieving unprecedented energy efficiency. However, demonstrations of these gains only recently began to grow in complexity and real-world appl",仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",加速器/平台旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,芯片PPA/DVS准确率≠valid825；补PDF架构；组播路由≠lifting并集合同。
241,ARX-059,Ventaglio Sparse Tensor RVV,per_paper_fusion_hint,W0510,F01,稀疏NRV×W供数/共享索引,已实做局部；完整原作未迁,向量机稀疏张量收缩：Gustavson激活触发∥权元数据索引累加 + Ventaglio多通道扩展态存储器 + 融合索引MAC/地址自增ISA——相对软件解码+L1索引访存的屋顶线对照（借入≠X）。,软件元数据解码+L1索引gather/scatter；仅矩阵瓦片的IndexMAC/SCG；无激活稀疏的2:4 Tensor Core。,Ventaglio ISA≠lifting X；RVV扩展旁路，勿搬6.9–7.4×核加速当净服务%。,2tile×4ID完整C384→T10的原双指针RTL，以及本轮同址合并/冷cache CPU前端,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/shared_index_results.json,"中等稀疏屋顶线不可达或挤占 Stage B → 保持旁路。 | Fine-grained weight pruning and activation sparsification have emerged as effective approaches for reducing the compute and memory cost of inference for Transformer models. In the moderate-sparsity regime, Gustavson's dataflow provides a natural execution model for exploiting both activation and weight sparsity on vector processors through metadata-driven indexed accumulation. However, existing RV",8×8完整层、索引与源/NR4并行生成、真实冷DMA、后继FC2/BN2；本文CPU不覆盖这些,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F1/F5相关（细粒度双稀疏执行、供数/累加组织）。ISA旁路。不抢 Stage B。f_candidates含F1,F5。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,Spatz/GVSoC周期≠valid825；摘录失效已补HTML；索引累加≠lifting并集调度合同。
242,ARX-025,Sparsity Ceiling Spiking Networks,per_paper_fusion_hint,W0477,F15,注意力/残差算子替换或训练,未试此网络替换,稀疏天花板分析：双侧ρ⋆探针 + 命题1(记忆负载→发放地板) + 匹配ANN/SNN协议 + 注意逃避但付KV墙——相对「稀疏必自由」叙事的结构边界对照（借入≠X）。,单侧L1发稀疏至静默；默认感知/语言同等可稀疏；忽略输入重放地板；无信息论下界。,Sparsity Ceiling理论≠lifting X；分析旁路，差分不在FashionMNIST/bpc点。,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,"若Stage B假设递归SNN可任意降活动 → 用本天花板作杀门先验。 | Spiking neural networks (SNNs) are promoted as an energy-efficient substrate because sparse, event-driven activity replaces dense multiply-accumulates with cheap accumulates. We argue the energy dividend of sparsity is not a property of SNNs but of the task. Holding architecture fixed and swapping only the hidden unit (continuous vs. leaky-integrate-and-fire), plus a two-sided target-firing-rate p",只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F2/F7相关（活动稀疏可交易边界、注意vs递归）。分析旁路。不抢 Stage B。f_candidates含F2,F7。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,代理pJ/准确率≠valid825；仅方法窗；发放地板≠lifting删字合同但可作F2杀门先验。
243,ARX-162,Time-Mux SNN FPGA Accelerator,per_paper_fusion_hint,W0613,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,FPGA时分SNN：集中FSM协调层窗 + 1-bit尖峰广播∥本地权查找累加 + 无乘法泄漏LIF + 流水读出——相对全空间扇出互连的布线/时分对照（借入≠X）。,784×64全空间权线扇出；AER地址事件；无集中时序屏障的竞态；运行时片外装权。,时分SNN FPGA≠lifting X；教学/小网旁路，勿搬MNIST周期当净服务%。,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,规模不可扩展或与Stage B同分母冲突 → 保持旁路。 | Spiking Neural Networks (SNNs) provide a power-efficient neuromorphic alternative to traditional artificial neural networks by processing information through discrete temporal events. This paper presents the design and Field-Programmable Gate Array (FPGA) implementation of an inference-only SNN accelerator optimized for MNIST digit classification. To address the physical routing constraints and ti,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",加速器旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,MNIST仿真准确率≠valid825；仅方法窗；时分广播≠lifting多消费者并集合同。
244,ARX-161,Lonic INT4 Local Online SNN,per_paper_fusion_hint,W0612,F08,低位权重/符号主体补偿,已实做压缩code/尺度局部执行；只停当前放置,全局部在线SNN训练共设计：INT4/三GEMM量化流+sWCTT + 可重构无乘法整型PE(0/1/2) + DCOM尖峰∩权零门控 + TPA跨时步FWD/BWD/WU并行 + INT权片外搬运——相对BPTT/FP训练与稠密PE的训练侧效率对照（借入≠X）。,BPTT全局反传存状态；FP32 GEMM/QAT假量化；无零门控稠密PE；逐步串行FWD→BWD→WU；仅推理加速器。,Lonic训练加速≠lifting X；训练侧旁路，勿搬相对GPU/TPU×能效当净服务%。,sign+rank旧CPU与W4/W8小集；本轮四窗加压力25条同Machine局部链，真实packed code+row-scale、宽尺度分解和原RNE收费，功能正确但当前布局服务增加,open_fusion_execution/stage_20260912/weight_compensation/results.json;open_fusion_execution/breadth_20260912/hardware/packed_summary.json;open_fusion_execution/breadth_20260912/hardware/PACKED_RESULTS.md,"映射后训练分母与Stage B冲突或仅搬PPA无差分 → 保持旁路。 | Spiking neural networks (SNNs) have recently attracted increasing attention as an energy-efficient learning paradigm. Existing works also propose temporally and fully local online SNN training algorithms to address memory and computation overhead. However, they do not consider whether the algorithmic advantages can be effectively translated into real-device efficiency. To address this challenge, w",系数响应内解码/低位乘法datapath另计成本，MiLo/ReverB或joint sign+rank同预算恢复；旧R32父执行不能混成R24+onepass或新matched学生整链,B4,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7相关（训练/更新侧共设计）。训练加速旁路。不抢 Stage B。f_candidates含F7。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,CIFAR/DVS准确率与ASIC能效≠valid825；方法窗+HTML；零门控对齐≠lifting并集合同。
245,ARX-023,IPZO Event-Triggered Perturbation,per_paper_fusion_hint,W0475,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,IMC上ZO微调：扰动和与加权和在输出域合并（保权驻留、消扰动RMW）+ 尖峰稀疏行缩减PGU + PGU-XOR(商/余LFSR异或)抑相关 + 争用有界串行累加——相对显式改权EPZO与直接复用相关扰动的片上学习对照（借入≠X）。,EPZO全阵列读改写扰动；每权独立RNG满配；PGU-Reuse分组共享致相关；一阶BPTT存中间态。,IPZO/PGU≠lifting X；片上ZO学习旁路，差分不在CIFAR/PPL或16nm面积点。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"与Stage B同分母冲突或仅作微调叙事无端口差分 → 保持旁路。 | Zeroth-order (ZO) optimization estimates gradients using only forward-pass evaluations, making it suitable for fine-tuning non-differentiable, event-driven spiking neural networks (SNNs). However, its deployment on in-memory computing (IMC) accelerators is constrained by the repeated read-modify-write (RMW) operations arising from explicit weight perturbation and the prohibitive hardware footprint",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",加速器/片上学习旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,Spikingformer/SpikeGPT点与TSMC16nm开销≠valid825；须以HTML§IV为准；隐式扰动≠lifting源字删字合同。
246,ARX-022,LLC SST Fault Current Limiting,per_paper_fusion_hint,W0474,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,数据中心SST/LLC故障穿越：检测→关断泄放→频率跃升∥占空比闭环限流→斜坡恢复——相对硬关断/加硬件限流器的电力电子控制旁路对照（借入≠X；离主岛）。,故障即整机关断；外加限流电抗/断路硬件；无恢复斜坡的硬重投；开环降频。,LLC限流控制≠lifting X；电力电子旁路，无SNN/稀疏执行接口。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"与AB融合无接口 → 不进入Stage B候选池。 | Solid-State Transformers (SSTs) are increasingly proposed as the interface between distribution grids and data centers due to flexible power flows and fast dynamic response. However, when a short-circuit fault occurs in a load branch, the SST with a voltage-source-type DC-DC stage is forced to shut down due to fault currents. Therefore, current-limiting strategies are strongly needed to prevent ca",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",离主岛旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,样机故障电流/恢复波形≠valid825；仅方法窗；与融合RTL无共同分母。
247,ARX-021,Hopf-Bifurcation Spike Detector,per_paper_fusion_hint,W0473,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,分岔工程NDR弱信号检测：近Hopf工作点把持续相干输入转为全有全无电压尖峰、抑制快随机起伏——相对纯数字滤波/同步检测的模拟事件前端旁路对照（借入≠X；传感前端）。,已知波形匹配滤波/同步检波；连续高速数字化后软件峰值检测；线性放大后阈值。,Hopf尖峰检测器≠lifting X；电生理前端旁路，差分不在−54dB演示点。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"无执行/供数接口 → 不进入Stage B候选池。 | Detecting weak transient signals in noise is a persistent challenge in sensing, communication, and electrophysiology. Here, we demonstrate a physical weak-signal detector based on a semiconductor negative differential resistance (NDR) device operated near a Hopf bifurcation. A coherent input that persists over the response time of the dynamical system can drive a transition between quiescent and o",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",传感/前端旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,光伏/MEA尖峰一致率≠valid825；补PDF；模拟分岔≠lifting源字物理删字。
248,ARX-020,Anti-Gravity Thrust-Rate MPC,per_paper_fusion_hint,W0472,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,飞行人形反重力步行：推力率输入WB-MPC保接触切换推力连续 + 法向力下界负载转移 + CWC软约束——相对直接推力输入致尖峰的机器人控制旁路（借入≠X；离主岛）。,直接推力作控制输入；CWC硬约束致求解变慢；无双支撑负载转移；仅地面重力步行。,推力率MPC≠lifting X；机器人控制旁路，无SNN/稀疏加速接口。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"与AB融合无接口 → 不进入Stage B候选池。 | Flying humanoids are expected to perform tasks in diverse environments, while their existing locomotion is mainly limited to aerial flight and ground walking. The capability to move in complex three-dimensional space can greatly expand their application range. For such walking motion on ceilings and similar anti-gravity environments, whole-body MPC is effective. However, the discontinuous changes ",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",离主岛旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,仿真/样机步行指标≠valid825；仅方法窗；与融合RTL无共同分母。
249,ARX-158,FlexSpIM Hybrid-Stationary CIM,per_paper_fusion_hint,W0609,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,事件数字CIM：可重构分辨率PC + 权/膜电位统一存储（WS∥OS）+ 层间混合驻留(HS)减重载 + 层优先调度保DVS低延迟——相对固定分辨率/仅WS的SNN-CIM对照（借入≠X）。,固定位宽/少数档位CIM；仅权驻留(WS)；层间反复装权；阵列内模拟CIM+ADC主导；帧优先丢事件延迟。,FlexSpIM≠lifting X；CIM加速旁路，勿搬TOPS/W或宏能效当净服务%。,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,"映射几何与Stage B同分母冲突或无端口差分 → 保持旁路。 | Compute-in-memory (CIM) accelerators for spiking neural networks (SNNs) offer a promising solution for achieving $μ$s-level inference latency and ultra-low energy in edge vision applications. However, their limited flexibility at both circuit and system levels restricts their deployment across diverse workloads. This work introduces FlexSpIM, a digital CIM architecture supporting arbitrary operand",仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",加速器旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,SCNN映射能效≠valid825；方法窗+HTML；混合驻留≠lifting多消费者并集合同。
250,MAIN-R276,FPGA event vision survey / Event-based vision on FPGAs,per_paper_fusion_hint,W0248,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,FPGA/SoC 事件处理图谱：滤波→光流/立体→经典与 SNN-AI——边侧事件加速对照轴（借入≠X；综述）。详见 idea_cards/arxiv_2407.08356.md,仅 GPU/CPU 事件流水；单任务点论文无跨域对照。,综述≠lifting X；只作地图与缺口。,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,"仅引用综述数字无法落到同端口合同 → 停当证据，保留地图。 | 其中大量被列论文仅提及，需逐项回原文。 || In recent years there has been a growing interest in event cameras, i.e. vision sensors that record changes in illumination independently for each pixel. This type of operation ensures that acquisition is possible in very adverse lighting conditions, both in low light and high dynamic range, and reduces average power consumption. In addition, the independent operation of each pixel results in low ",只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",地图/缺口旁证；不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,各文 MEPS/mW 不可并表外推；本行是 uid 别名。
251,MUSHA-SP001,GustavSNN (musha inventory alias),per_paper_fusion_hint,W0002,F01,稀疏NRV×W供数/共享索引,已实做局部；完整原作未迁,见 idea_cards/GustavSNN.md：CPTB/NRV/L1D/merger 等供数与执行分母。,见 MAIN-R002。,无标题级 X：借入底座。,2tile×4ID完整C384→T10的原双指针RTL，以及本轮同址合并/冷cache CPU前端,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/shared_index_results.json,同 MAIN-R002。 | 8×8完整调度/带宽；同址W与索引广播/驻留强控制；完整producer→FC1→PSN→FC2→BN2/shortcut。当前四ID重复读索引的负结果只能描述本地切片，不能作为原作分母。 / 完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。 || 完整64PE/源SRAM/PSN/FC2；与Prosperity同资源净收益≥10-15%,8×8完整层、索引与源/NR4并行生成、真实冷DMA、后继FC2/BN2；本文CPU不覆盖这些,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F5 底座；不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,不得冒用原作 PPA；本行是 uid 别名。
252,SCREEN-A1,Prosperity complete-chain copy onto H67,screen_20260907,,F03,重复/包含关系/有限公共部分和,只停旧布局,,,Prosperity complete-chain copy onto H67,M20/K16/H8完整K864的TCAM/列流与当前融合已测，元数据税抵消算术收益,open_fusion_execution/EXECUTION_QUEUE.md,Optional: dual-port parent SRAM model; do not call it a new mechanism until vs official run_fc same-resource | ,固定lifting子图的受限匹配、跨K有限父值生命周期；完整Prosperity/Phi/ExSpike不是旧融合结果,B6,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
253,SCREEN-A2,In-register parent promotion,screen_20260907,,F03,重复/包含关系/有限公共部分和,只停旧布局,,,In-register parent promotion,M20/K16/H8完整K864的TCAM/列流与当前融合已测，元数据税抵消算术收益,open_fusion_execution/EXECUTION_QUEUE.md,Only retry if layout/ports change; +1.58% add was the increment | ,固定lifting子图的受限匹配、跨K有限父值生命周期；完整Prosperity/Phi/ExSpike不是旧融合结果,B6,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
254,SCREEN-A3,Phi PAFT hardware-aware sparsity training,screen_20260907,,F04,物理源字删读/结构化剪枝,已有旧身份实测；当前学生未迁,,,Phi PAFT hardware-aware sparsity training,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,Must retrain on ep34; PAFT-ep4 running AEE ~1.47 already fails 1.259 floor | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY || S3_OLD_IDENTITY,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
255,SCREEN-A4,TSBG weight-row broadcast B2/B4/B8,screen_20260907,,F22,字节布局/广播/搬运,旧广播已试；新transpose未试,,,TSBG weight-row broadcast B2/B4/B8,TSBG旧ep34 B8广播已实测；新注意力字节permute仅提案,open_fusion_execution/catalog/idea_views.csv,CPU premodel GO at 1.15 cycle gate; RTL still separate. Under new contract this is retry-not-killed. | ,相同内容/总容量/物理字宽下打包与转置读写，布局转换不能免费,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY_EP34 || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
256,SCREEN-A5,Lossy S2 block skip,screen_20260907,,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,,,Lossy S2 block skip,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,FC2 zero-cost UB<1.15 NO-GO; FC1/patch only if drop remaining work 39.5%/22.8% AND paired AEE | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY_EP34 || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
