catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0011,Gamma,Gamma: Exploiting Gustavson’s Algorithm to Accelerate Sparse Matrix Multiplication,paper,ASPLOS 2021,稀疏架构与C1/C2,MAIN-R011,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://www.guowei.zone/files/2021.gamma.asplos.pdf,MAIN-R011: 作者全文已定位；本地只见机制摘要，未找到完整章节阅读记录 || MAIN-R011: 作者全文已定位；本地只见机制摘要，未找到完整章节阅读记录 || metadata_or_list || already_inventoried,,MAIN-R011: 相关底座；未完整迁移,早期用于指出源缓存/结果合并已有先验；未有Gamma完整实现对照。不能因普通广播已知而排除有限合并器和缓存。,完整fiber cache、调度与merge开销；与本网络有序θg/非因果消费者的RAW/last-use界面。,"[""/home/zhumd/work/sdformer_codex/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0012,Gustavson algorithm,Two Fast Algorithms for Sparse Matrices: Multiplication and Permuted Transposition,paper,ACM Transactions on Mathematical Software 1978,稀疏架构与C1/C2,MAIN-R012,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://doi.org/10.1145/355791.355796,MAIN-R012: 基础算法由多篇硬件全文间接核对；未单独确认原文精读 || MAIN-R012: 基础算法由多篇硬件全文间接核对；未单独确认原文精读 || unclear || already_inventoried,,MAIN-R012: 算法祖先；非本项目新机制,当前C2广播、类别归约和NRV调度依赖此稀疏乘法家族；不能把遍历顺序本身当新算法。,原始算法不是可直接拿来比较的RTL；需要具体Gamma/GustavSNN等有资源的实现。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/psn/gustavsnn_implementation_status_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/GustavSNN_HPCA2026_public_mirror.txt""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_Gustavson_algorithm.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0013,ELSA (SNN 2026),ELSA: An ELastic SNN Inference Architecture for Efficient Neuromorphic Computing,paper,ISCA 2026,稀疏架构与C1/C2,MAIN-R013,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2605.20802 || https://github.com/Intelligent-Computing-Research-Group/ELSA,MAIN-R013: 作者摘要/工件已定位；本地方法阅读证据弱于Gustav全文 || MAIN-R013: 作者摘要/工件已定位；本地方法阅读证据弱于Gustav全文 || metadata_or_list || already_inventoried,,MAIN-R013: 保留未完整迁移,必须与ISCA2021自注意力ELSA分开；密集光流要全部输出，早到首正确分类不能直接作任务收益。；条件变化：固定BN已部分移除旧全域统计障碍，允许训练后不能再按冻结限制一票否决，但密集输出义务仍在。,完整elastic调度、神经元/完成策略及工件；非因果T10和BN消费者阻塞需真实映射。,"[""/home/zhumd/work/sdformer_codex/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/grok46_20260905/04_paper_survey.md""]",P0_high_rel,弹性推理（权/膜驻留片上）+ spine/token 级流水提高弹性加速器面积效率——与 F5 生存期/驻留及 Gustav 供数叙事同族对照（借入≠X）。,非弹性（权流式、膜换出）高面积效率但欠灵活；无 spine/token 流水的弹性基线。,ELSA 弹性流水≠ lifting 因子对齐打包 X（F7）；Stage B 先用未对齐部件作分母。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/arxiv_2605.20802.md,repository_link_owner_unverified,https://github.com/intelligent-computing-research-group/elsa,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0014,HYTE,完整题名待核,paper,ISCA 2025,稀疏架构与C1/C2,MAIN-R014,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://people.iiis.tsinghua.edu.cn/~gaomy/pubs/hyte.isca25.pdf || https://github.com/tsinghua-ideal/HYTE-sim,MAIN-R014: 全文具体方法已读（§5–6及评价） || MAIN-R014: 全文具体方法已读（§5–6及评价） || deep_or_method || already_inventoried,,MAIN-R014: 联合分块/有限容量原则已纳入；完整工件未迁入,已用于加强F_cache、P/F搜索，不能把普通M tiling改个名字。原固定PE模型的剪枝条件在新增输出上下文后需重验。；条件变化：可改P/F和容量口数；不能用原固定数据流搜索裁剪限制新组织。,官方HYTE-sim、accessor、stream/buffer/bypass及在线四象限调节完整迁移；现有手写搜索不等价。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/architecture_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md""]",P3_peripheral,,,,,repository_link_owner_unverified,https://github.com/tsinghua-ideal/hyte-sim,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0015,Swift,Swift: High-Performance Sparse-Dense Matrix Multiplication on GPUs,paper,HPCA 2026,稀疏架构与C1/C2,MAIN-R017,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://ranger.uta.edu/~jiang/publication/Conferences/2026/HPCA26_camera_ready.pdf || https://2026.hpca-conf.org/details/hpca-2026-main-conference/42/Swift-High-Performance-Sparse-Dense-Matrix-Multiplication-on-GPUs,MAIN-R017: 全文具体方法已读（§IV及V-A/G） || MAIN-R017: 全文具体方法已读（§IV及V-A/G） || deep_or_method || already_inventoried,,MAIN-R017: 保留布局/尾部组织；未完整移植,GPU合并访存与FP64核速度不能直接转28nm收益；当前W已顺序供数，需真实端口/尾部改善。,原预处理、warp规则/不规则块、局部归并全流程；动态重排须与静态训练通道顺序比较。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/architecture_followup_20260908.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0016,RISCSparse,RISCSparse: Point Cloud Inference Engine on RISC-V Processor,paper,ICCAD 2024,稀疏架构与C1/C2 || sparsity,MAIN-R018 || MUSHA-SP015,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,https://www.cse.cuhk.edu.hk/~byu/papers/C232-ICCAD2024-RiscvSubCon.pdf,MAIN-R018: 全文具体方法已读（§3.2–4.4/Algo2–3） || MAIN-R018: 全文具体方法已读（§3.2–4.4/Algo2–3） || deep_or_method || already_inventoried || MUSHA-SP015: author_pdf || unclear || already_inventoried_musha_incremental || MUSHA-SP015: author_pdf,,MAIN-R018: 未试；软件/控制边界参考 || MUSHA-SP015: include_as_control || MUSHA-SP015: not_tried || include_as_control,不能把CPU/Ara预处理免费算进PE；点云索引与固定密集光流网不同，但完整压缩/还原接口值得借。 || 稀疏加速对照；已存author PDF。,Ara/Gemmini完整协同、mask压紧、返回scatter和银行冲突；本地只有相关GP控制，不是RISCSparse。 || -,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/circuit_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/RISCSparse_ICCAD2024_author.txt""] || [""hardware_innovation_20260908/literature/RISCSparse_ICCAD2024_author.txt""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0017,ScanNow,ScanNow: A Scan Window-Based Sparse Matrix Multiplication Accelerator Design,paper,ICCAD 2025,稀疏架构与C1/C2,MAIN-R019,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://doi.org/10.1109/ICCAD66269.2025.11240912 || https://researchportal.hkust.edu.hk/en/publications/scannow-a-scan-window-based-sparse-matrix-multiplication-accelera/,MAIN-R019: 官方摘要/元数据；未读全文 || MAIN-R019: 官方摘要/元数据；未读全文 || metadata_or_list || already_inventoried,,MAIN-R019: 保留未试,NR4有限窗口与其方向接近，但未读全文不能确认具体数据结构或差别，更不能凭名称杀本地方案。,全文扫描窗/队列/匹配机制与成本；当前只属于查漏线索。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/circuit_followup_20260908.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0018,Avalanche,Avalanche: Optimizing Cache Utilization via Matrix Reordering for Sparse Matrix Multiplication Accelerator,paper,ISCA 2025,稀疏架构与C1/C2,MAIN-R022,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://doi.org/10.1145/3695053.3730990,MAIN-R022: 全文已读（§4–6；当前作者PDF链接404不撤销旧阅读） || MAIN-R022: 全文已读（§4–6；当前作者PDF链接404不撤销旧阅读） || deep_or_method || already_inventoried,,MAIN-R022: 完成调度参考；训练生存期候选未完成,早完成/last-use回收原作已完整做过；本网络S最后更新后还要同加法器完成T10/背压，不能立即释放。；条件变化：允许训练共同C16后依赖图可改变；需对普通完成排序给同能力。,原ROD维护/缓存/调度全迁；让训练依赖形成短生存期的联合结构尚无净硬件结果。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/sparsity_candidate_review_20260908.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0019,HighLight,HighLight: Efficient and Flexible DNN Acceleration with Hierarchical Structured Sparsity,paper,MICRO 2023,稀疏架构与C1/C2 || sparsity,MAIN-R023 || MUSHA-SP011 || PRO-ChatGPTpro-#硬件idea深挖0911-55,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json || gptpro/ChatGPTpro-#硬件idea深挖0911.md,https://emze.csail.mit.edu/documents/2023.10.micro.highlight.pdf || https://doi.org/10.1145/3613424.3623786 || https://arxiv.org/html/2305.12718,MAIN-R023: 旧AI列过；后续全文§4–6精读 / 本地研究记录已读；阅读深度见 status || MAIN-R023: 旧AI列过；后续全文§4–6精读 / 本地研究记录已读；阅读深度见 status || deep_or_method || already_inventoried || MUSHA-SP011: html_arxiv || PRO-ChatGPTpro-#硬件idea深挖0911-55: Pro 调研中的文献矩阵；汇总本轮未重新全文核验,,MAIN-R023: 分层格式/元数据纳入强控制；完整原法未迁 / 原文 §4–6 已读；未迁入完整硬件 || MUSHA-SP011: not_tried || include_as_control || PRO-ChatGPTpro-#硬件idea深挖0911-55: Pro 建议/对照线索；详见引用段落，不等于本地已迁入,无结构激活压缩/门控不等于周期跳过；本地必须保留真实源×W求交。普通层次掩码不能作新机制。；条件变化：早期不许改W的前提已解除，分层剪枝适用性应重评；但普通hidden50很强。 / 层级 mask、压缩表示及支持多种稀疏结构应作为强实现；本地行 2:4 不代表完整 HighLight。 || 层次结构稀疏加速；N:M HW对照族。 || 用多级简单结构组合表达不同稀疏度，配套分层跳过，关注稀疏控制开销；F1 必须回答索引、控制、复用损失之后还剩多少收益。([arXiv](https://arxiv.org/html/2305.12718)),完整训练层次约束、VFMU/不对齐取数和硬件结构；本地C16+2:4只是受限控制。 / 完整编码/解码、稀疏数据路由和资源匹配；与实际卷积广播及神经元消费者联合排程 || -,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/01_ann_sparsity_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md""] || [""01_ann_sparsity_mechanisms.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0020,CRISP,CRISP: Hybrid Structured Sparsity for Class-aware Model Pruning,paper,DATE 2024 || 待核 || 2023 初稿、2024 修订,稀疏架构与C1/C2 || sparsity,MAIN-R026 || MUSHA-SP006 || PRO-ChatGPTpro-#硬件idea深挖0911-56,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json || gptpro/ChatGPTpro-#硬件idea深挖0911.md,https://past.date-conference.com/proceedings-archive/2024/DATA/45_pdf_upload.pdf || https://arxiv.org/html/2311.14272v2,MAIN-R026: 全文已读（§III/算法1/图6） / 本地研究记录已读；阅读深度见 status || MAIN-R026: 全文已读（§III/算法1/图6） / 本地研究记录已读；阅读深度见 status || deep_or_method || already_inventoried || MUSHA-SP006: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-SP006: secondhand || PRO-ChatGPTpro-#硬件idea深挖0911-56: Pro 调研中的文献矩阵；汇总本轮未重新全文核验,,MAIN-R026: 结构剪枝强先验；未完整迁移 / 原文已读；未实施完整方法 || MUSHA-SP006: include_as_open || MUSHA-SP006: not_tried || include_as_open || PRO-ChatGPTpro-#硬件idea深挖0911-56: Pro 建议/对照线索；详见引用段落，不等于本地已迁入,不能仅迁W²粗掩码冒充完整CRISP；本地C16变体输hidden50/强普通分组不否定其训练流程。 / 用于说明组掩码、混合结构与类别信息已有体系；本地光流连续回归没有直接分类标签。 || 块导航结构稀疏底座；未完整迁。 || 块稀疏与细粒度 N:M 混合，结合类别相关显著性；可借鉴混合结构及硬件组织，但其类别定制问题不能直接等同于稠密光流回归。([arXiv](https://arxiv.org/html/2311.14272v2)),梯度目标、渐进微调、两级索引/导航和负载均衡完整方法；需光流及实际FC2消费误差。 / 把真实流场误差/区域重要性作为训练目标；完整 hybrid pruning 与恢复训练、硬件输出归并 || 完整迁移+本网消费损失,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md""] || [""hardware_innovation_20260908/literature/AB_STACK_RESEARCH_20260908.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
