id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R250,SNN、神经元与事件光流,SpikingSSMs,完整题名待核；SpikingSSMs,AAAI 2025,已有 AAAI 官方方法/实验原文审阅；完整题名本轮未提取,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,连续 S4D 状态与带复位 LIF、小网络预测训练状态都不能免费；长序列训练倍率不是 T10 推理加速。,完整推理成本与光流训练未试。,https://ojs.aaai.org/index.php/AAAI/article/download/34245/36400,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/algorithm_followup_20260908.md
R251,SNN、神经元与事件光流,α-XNOR SSA,Rethinking Spiking Self-Attention Mechanism: Implementing α-XNOR Similarity Calculation in Spiking Transformers,CVPR 2025,已核 CVPR 官方原文 §4.2，式 14–19,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,共静默项为已有相似度思想；原式无 K_peer。不能把本文 α 与 H67 motion 系数/旧 SV 系数混为一体。,完整原相似度训练和本地同任务电路比较未试。,https://openaccess.thecvf.com/content/CVPR2025/papers/Xiao_Rethinking_Spiking_Self-Attention_Mechanism_Implementing_a-XNOR_Similarity_Calculation_in_Spiking_CVPR_2025_paper.pdf,/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md；/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R252,SNN、神经元与事件光流,SQKformer,SQKformer: Spiking sparse QKformer with adaptive batch normalization for membrane potential,Neurocomputing 2026,"出版社确认 Neurocomputing 671,132666,2026；DOI 10.1016/j.neucom.2026.132666",paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,MABN、IECA 和 SGSA 替换 MLP 是完整改变；不能仅按一个 QK 叶的旧份额排除。,完整任务训练、归一化与 MLP 成本未试。,https://www.sciencedirect.com/science/article/pii/S0925231226000639,/home/zhumd/work/ideafromai/research/idea_screen_20260907/SOURCE_LEDGER.md
R253,SNN、神经元与事件光流,Spiking ST-former,Spiking ST-former: enhancing spatio-temporal modeling in spiking transformers via integrated self-attention mechanisms,The Visual Computer 2025,作者预印本已核；正式题名/卷期来自既有检索，出版社本轮未复核,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,时空注意力是另模型候选；仅有 search-incomplete 标记不构成已否定。,完整正式版方法复核、任务训练和费用未做。,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5107273；https://doi.org/10.1007/s00371-025-04173-4,/home/zhumd/work/ideafromai/research/idea_screen_20260907/SOURCE_LEDGER.md
R254,SNN、神经元与事件光流,Spikformer,Spikformer: When Spiking Neural Network Meets Transformer,ICLR 2023,本地文献记录；本轮未重新核官方会议页,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,原始脉冲 Transformer 为架构背景；不等同 H67 的 Motion-XOR。,完整基线在本地同任务硬件比较未做。,https://arxiv.org/abs/2209.15425,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R255,SNN、神经元与事件光流,Spike-driven Transformer,Spike-driven Transformer,NeurIPS 2023,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,SDSA 的 mask+add 是当前公开网络的近邻；已有脉冲门控不单列创新。,完整同任务基线与 H67 消费者边界对照未做。,https://arxiv.org/abs/2307.01694,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R256,SNN、神经元与事件光流,Spike-driven Transformer V2 / Meta-SpikeFormer,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,ICLR 2024,本地文献记录；题名/会议本轮未再次核官方页,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,网络元结构与低能耗设计思想可借；与当前固定 H67 不等价。,全模型迁移和训练未试。,https://arxiv.org/abs/2404.03663,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R257,SNN、神经元与事件光流,SEW-ResNet,Deep Residual Learning in Spiking Neural Networks,NeurIPS 2021,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,残差门/幅值的定义不能简化成所有层统一二值源。,残差结构完整替换及同任务比较未试。,https://arxiv.org/abs/2102.04159,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R258,SNN、神经元与事件光流,Ternary Spike,Ternary Spike: Learning Ternary Spikes for Spiking Neural Networks,AAAI 2024,"官方 AAAI 38(11),12244–12252；DOI 10.1609/aaai.v38i11.29114",paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,三值发放是另一模型；可作带符号源强控制，不冒充 ep34 的原始活动。,本任务训练和完整幅值消费未试。,https://ojs.aaai.org/index.php/AAAI/article/download/29114/30106,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R259,SNN、神经元与事件光流,MLF neuron / Feng et al.,完整题名待核；MLF neuron / Feng et al.,IJCAI（旧笔记声称） 2022,仅旧 AI 线索，完整题名与会议待核,paper,仅旧 AI 提及,神经元/事件/注意力算法强先验,保留方法或强对照,旧 AI 列过多层发放神经元；尚未确认准确论文身份，不能按名字认定已读/已淘汰。,先消歧全文，完整适配未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R260,SNN、神经元与事件光流,EEMFlow,Efficient Meshflow and Optical Flow Estimation from Event Cameras,CVPR 2024,已有 CVPR 官方原文 §3–4 方法审阅,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,粗 latent 直接恢复 flow 是完整 producer 变化；但当前已有 preds2 早停强控制，应先胜过它。,完整 EEMFlow meshflow 头及监督迁移未试；64 更新的新 dense head 不足以否定该类训练。,https://openaccess.thecvf.com/content/CVPR2024/papers/Luo_Efficient_Meshflow_and_Optical_Flow_Estimation_from_Event_Cameras_CVPR_2024_paper.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/algorithm_followup_20260908.md
R261,SNN、神经元与事件光流,EV-FlowNet,EV-FlowNet: Self-Supervised Optical Flow Estimation for Event-based Cameras,Robotics: Science and Systems 2018,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,事件体素与自监督流估计是基本算法先验。,完整本地复现和同工作负载硬件比较未做。,https://arxiv.org/abs/1802.06898,/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md
R262,SNN、神经元与事件光流,STE-FlowNet,完整题名待核；STE-FlowNet,AAAI 2022,仅旧文献记录；完整题名未核,paper,仅旧 AI 提及/未完整阅读全文,神经元/事件/注意力算法强先验,保留方法或强对照,旧 AI 列举时间增强事件光流网络；没有本地完整迁移。,原方法和准确标题待补核，任务训练未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R263,SNN、神经元与事件光流,Neuromorphic Optical Flow and Real-time Implementation,Neuromorphic Optical Flow and Real-time Implementation with Event Cameras,CVPR Workshops 2023,已核作者 arXiv；CVPR workshop 身份来自本地原文记录,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,事件实时光流实现为系统参照；不能据旧转述虚构 Loihi 幅值 PE。,完整平台和算法可移植性未复现。,https://arxiv.org/abs/2304.07139,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R264,SNN、神经元与事件光流,REVIO,REVIO: Range- and Event-Based Visual-Inertial Odometry for Bio-Inspired Sensors,Biomimetics 2022,"出版社/PMC 已核 Biomimetics 7(4),169；DOI 10.3390/biomimetics7040169",paper,用户本轮点名补核；旧规范目录未确认有先前阅读记录,神经元/事件/注意力算法强先验,保留方法或强对照,这是 range/event/IMU 融合 VIO，并非独立稠密光流加速器；输入模态超出当前合同。,加入额外传感器与状态估计结构未获本轮迁移验证。,https://pmc.ncbi.nlm.nih.gov/articles/PMC9624318/,
R265,SNN、神经元与事件光流,Event-based Vision Survey,Event-Based Vision: A Survey,IEEE TPAMI 2022,本地标准引用；2020 early access 与 2022 卷期区分,paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,神经元/事件/注意力算法强先验,保留方法或强对照,作为事件表示、噪声、时间/极性与任务地图，不当新硬件机制或性能证据。,综述指向原论文中的多数机制未在本网络迁移。,https://doi.org/10.1109/TPAMI.2020.3008413,/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md
R266,SNN、神经元与事件光流,SpikeSim,完整题名待核；SpikeSim,IEEE TCAD（本地记录） 2023,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,模拟器/框架结果不是本项目映射 PPA；旧条目 SpikeFlow 可能是框架子组件。,全文身份及完整框架复现未补齐。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R267,SNN、神经元与事件光流,SNNIM,SNNIM: A 10T-SRAM based Spiking-Neural-Network-In-Memory Architecture with Capacitance Computation,ISCAS 2022,"作者 FlexSpIM 论文参考文献核题名及 ISCAS2022,3383–3387",paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,电容计算宏不同于当前 foundry SRAM 逻辑合同；这不否定其组织机制。,若借组织必须重新给数字存储实现和费用。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/FlexSpIM_ISCAS2025_author.txt
R268,SNN、神经元与事件光流,IMPULSE,IMPULSE: A 65-nm Digital Compute-in-Memory Macro With Fused Weights and Membrane Potential for Spike-Based Sequential Learning Tasks,IEEE Solid-State Circuits Letters 2021,"作者 FlexSpIM 论文参考文献核题名与 SSCL4,137–140,June2021",paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,数字 CIM 的融合权重/膜状态值得区分于模拟 CIM；不能因为工艺不同把机制整体淘汰。,完整宏/架构与非因果 T10 状态生命周期适配未试。,https://arxiv.org/html/2105.08217v1,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/FlexSpIM_ISCAS2025_author.txt
R269,SNN、神经元与事件光流,SpiDR,完整题名待核；SpiDR,arXiv 2024,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,旧文献记录为 65nm 数字 CIM SNN / DSEC 光流；本轮不复核其硅片数字。,完整脉冲/膜编码、稀疏供数和当前任务迁移未试。,https://arxiv.org/html/2411.02854v1,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R270,SNN、神经元与事件光流,Zhang optical-flow processor,完整题名待核；Zhang optical-flow processor,CICC 2026,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,本地 docs/228 记录 DLSS/BWAC/推测及 28nm 流片；空间局部性已有先验，但时间相似机制不因此被否定。,完整原题名与芯片边界需补核；DLSS 时间方向的因果生产与回退未完整迁移。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R271,SNN、神经元与事件光流,Eventor,完整题名待核；Eventor,DAC 2022,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,事件多视图立体 EMVS 与当前单目光流不同；保留硬件组织参考。,完整输入和状态生产迁移未试。,https://doi.org/10.1145/3489517.3530452,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R272,SNN、神经元与事件光流,EDFLOW,完整题名待核；EDFLOW,IEEE TCSVT 2022,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,事件光流硬件是强相关先验；完整题名本轮尚未提取，不能把名字当全文评审。,完整前端/匹配/调度在本任务的迁移未试。,https://doi.org/10.1109/TCSVT.2022.3156653,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R273,SNN、神经元与事件光流,BMOF,完整题名待核；BMOF,ISCAS 2017,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,块匹配事件光流是算法/硬件背景，与神经网络输出不同。,完整可比任务和表示迁移未试。,https://doi.org/10.1109/ISCAS.2017.8050295,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R274,SNN、神经元与事件光流,Event-based time-difference encoder / Gutierrez-Galan,完整题名待核；Event-based time-difference encoder / Gutierrez-Galan,IEEE TNNLS 2021,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,时间差编码是 TDE 强先验；不直接支撑当前稠密 U-Net 增益。,完整神经元和在线输出接口未迁移。,https://doi.org/10.1109/TNNLS.2021.3108047,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R275,SNN、神经元与事件光流,EvT,完整题名待核；EvT,CVPR Workshops 2022,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,事件 Transformer 前端是相关算法线索；不是当前 H67 身份。,完整论文题名与任务训练尚未补齐。,https://doi.org/10.1109/CVPRW56347.2022.00301,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R276,SNN、神经元与事件光流,FPGA event vision survey,完整题名待核；FPGA event vision survey,DSD / arXiv 2024,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,综述是检索入口，不算已实现的硬件方案。,其中大量被列论文仅提及，需逐项回原文。,https://arxiv.org/abs/2407.08356,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R277,SNN、神经元与事件光流,Blachut/Kryjak HD event frames,完整题名待核；Blachut/Kryjak HD event frames,SPA 2023,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,仅旧 AI 列举 SoC FPGA 事件帧处理，完整题名/原文未核。,完整原文和方法迁移未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R278,SNN、神经元与事件光流,Aerospace neuromorphic optical-flow FPGA,完整题名待核；Aerospace neuromorphic optical-flow FPGA,IEEE Aerospace Conference 2026,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,只保留可追溯 DOI 线索；没有本地完整方法结论。,完整原文阅读与当前任务迁移未试。,https://doi.org/10.1109/AERO66936.2026.11519863,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R279,SNN、神经元与事件光流,Cha DVS/CIS NPU trigger,完整题名待核；Cha DVS/CIS NPU trigger,ISCAS 2025,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,事件触发 NPU 属于生产控制先验；精确功能仅有旧引文。,完整题名/方法/费用尚未核。,https://doi.org/10.1109/ISCAS56072.2025.11043213,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R280,SNN、神经元与事件光流,SPARTA,完整题名待核；SPARTA,ICCAD 2025,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,旧事件硬件目录列过，未形成可迁移结论。,完整原文方法和具体任务适配未试。,https://doi.org/10.1109/ICCAD66269.2025.11240724,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R281,SNN、神经元与事件光流,NullHop,完整题名待核；NullHop,IEEE TNNLS 2019,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,稀疏激活 CNN 加速器是事件 CNN 的完整基础对照，不是 SNN 专属机制。,完整压缩/解码/数据流迁移与当前 PSN 消费者未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R282,SNN、神经元与事件光流,DVS + NullHop demonstration,完整题名待核；DVS + NullHop demonstration,ICONS 2021,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,事件传感与加速器集成演示需与 NullHop 原论文分列，任务范围不同。,完整平台集成和同任务评价未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R283,SNN、神经元与事件光流,Lele fused frame-event optical flow,完整题名待核；Lele fused frame-event optical flow,ISCAS 2022,本地原文/调研记录；本轮未重新确认正式出版元数据,paper,本轮仅本地引文/作者论文参考文献核查；无本地迁移实验,SNN / 事件视觉硬件先验,纳入相关工作；未完整迁移,旧记录的融合光流工作与 JSSC2024 target tracking SoC 不是同一论文或同一功能。,完整原文消歧和当前输入边界迁移未试。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R284,SNN、神经元与事件光流,Neuro-CIM,Neuro-CIM: A 310.4 TOPS/W Neuromorphic Computing-in-Memory Processor with Low WL/BL activity and Digital-Analog Mixed-mode Neuron Firing,2022 IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits) 2022,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,ADC/阵列和混合发放工艺不同；保留 operation gating/stopping 的思想，不迁移其 PPA。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/VLSITechnologyandCir46769.2022.9830276,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R285,SNN、神经元与事件光流,Spike-CIM,Spike-CIM: A 290TOPS/W Spike-Encoding Sparsity-Adaptive Computing-in-Memory Macro with Differential Charge-Domain Integrate-and-Fire,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC) 2022,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,差分电荷域积分发放不属于本轮数字 SRAM 实现，编码/稀疏组织仍可研究。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/A-SSCC56115.2022.9980797,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R286,SNN、神经元与事件光流,TFSRAM,TFSRAM: A 249.8TOPS/W Timing-to-First-Spike Compute-in-Memory Neuromorphic Processing Engine With Twin-Column SRAM Synapses,IEEE Transactions on Circuits and Systems for Artificial Intelligence 2024,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,TTFS/twin-column 宏不是当前满秩 T10 PSN；工艺/编码不适配不等于机制无效。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/TCASAI.2024.3452649,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R287,SNN、神经元与事件光流,Park time-domain SNN processor,A 701.7 TOPS/W Compute-in-Memory Processor With Time-Domain Computing for Spiking Neural Network,IEEE Transactions on Circuits and Systems I: Regular Papers 2025,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,时间域宏与数字移加链不同；只作先验，不借其 TOPS/W。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/TCSI.2024.3480350,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R288,SNN、神经元与事件光流,Yan RRAM spiking engine,RRAM-based Spiking Nonvolatile Computing-In-Memory Processing Engine with Precision-Configurable In Situ Nonlinear Activation,2019 Symposium on VLSI Technology 2019,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,RRAM 非线性原位计算是不同电路平台；可研究分辨率/激活组织，不能当本任务现成宏。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.23919/VLSIT.2019.8776485,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R289,SNN、神经元与事件光流,Lele frame-event tracking SoC,A Heterogeneous RRAM In-Memory and SRAM Near-Memory SoC for Fused Frame and Event-Based Target Identification and Tracking,IEEE Journal of Solid-State Circuits 2024,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,真实功能是 target identification/tracking，不能称已实现稠密光流。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/JSSC.2023.3297411,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R290,SNN、神经元与事件光流,ASNA-Flow,ASNA-Flow: An Efficient Asynchronous Neuromorphic Accelerator for Real-Time Event-Based Optical Flow,IEEE Transactions on Very Large Scale Integration (VLSI) Systems 2025,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,异步/空间局部性与事件光流是完整强先验；禁止把普通空间局部性重新命名为贡献。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/TVLSI.2025.3600953,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
