uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
ARX-084,Unsupervised Joint Learning of Optical Flow and Intensity with Event Cameras,Unsupervised Joint Learning of Optical Flow and Intensity with Event Cameras,arXiv 2025,paper,arXiv增量|all:event-based AND all:optical AND all:,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.17262v2
ARX-085,EVLoc: Event-based Visual Localization in LiDAR Maps via Event-Depth Registratio,EVLoc: Event-based Visual Localization in LiDAR Maps via Event-Depth Registration,arXiv 2025,paper,arXiv增量|all:event-based AND all:optical AND all:,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.00167v1
ARX-086,DFSC: Error-Controlled Differentiable Mittag-Leffler Propagation for Fractional ,DFSC: Error-Controlled Differentiable Mittag-Leffler Propagation for Fractional Scientific Machine Learning,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.29038v1
ARX-087,Provably Lossless Acceleration of DNN Mutation Testing via Memoization,Provably Lossless Acceleration of DNN Mutation Testing via Memoization,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.18582v1
ARX-088,Coevolution of self-replication and function in a digital primordial soup,Coevolution of self-replication and function in a digital primordial soup,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.09211v2
ARX-089,FPGA-Accelerated Real-Time Diagnostics at DIII-D Using the SLAC Neural Network L,FPGA-Accelerated Real-Time Diagnostics at DIII-D Using the SLAC Neural Network Library for ML Inference,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.26042v1
ARX-090,"Tessera: Secure, Near-Line-Rate Weight Streaming for UMA Edge Accelerators","Tessera: Secure, Near-Line-Rate Weight Streaming for UMA Edge Accelerators",arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.23205v1
ARX-091,Accelerating CRONet on AMD Versal AIE-ML Engines,Accelerating CRONet on AMD Versal AIE-ML Engines,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.14700v1
ARX-092,Device-Conditioned Neural Architecture Search for Efficient Robotic Manipulation,Device-Conditioned Neural Architecture Search for Efficient Robotic Manipulation,arXiv 2026,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.10170v1
ARX-093,Bridging Efficiency and Safety: Formal Verification of Neural Networks with Earl,Bridging Efficiency and Safety: Formal Verification of Neural Networks with Early Exits,arXiv 2025,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2512.20755v1
ARX-094,AFarePart: Accuracy-aware Fault-resilient Partitioner for DNN Edge Accelerators,AFarePart: Accuracy-aware Fault-resilient Partitioner for DNN Edge Accelerators,arXiv 2025,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2512.07449v1
ARX-095,Efficient and Distortion-less Spectrum Multiplexer via Neural Network-based Filt,Efficient and Distortion-less Spectrum Multiplexer via Neural Network-based Filter Banks,arXiv 2025,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2507.17106v1
ARX-096,Surrogate modeling of Cellular-Potts Agent-Based Models as a segmentation task u,Surrogate modeling of Cellular-Potts Agent-Based Models as a segmentation task using the U-Net neural network architecture,arXiv 2025,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2505.00316v4
ARX-097,Deep RC: A Scalable Data Engineering and Deep Learning Pipeline,Deep RC: A Scalable Data Engineering and Deep Learning Pipeline,arXiv 2025,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2502.20724v2
ARX-098,Privacy preserving layer partitioning for Deep Neural Network models,Privacy preserving layer partitioning for Deep Neural Network models,arXiv 2024,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2404.07437v1
ARX-099,Leveraging Prior Mean Models for Faster Bayesian Optimization of Particle Accele,Leveraging Prior Mean Models for Faster Bayesian Optimization of Particle Accelerators,arXiv 2024,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2403.03225v4
ARX-100,Understanding the Effects of Permanent Faults in GPU's Parallelism Management an,Understanding the Effects of Permanent Faults in GPU's Parallelism Management and Control Units,arXiv 2023,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2306.10856v2
ARX-101,Marsellus: A Heterogeneous RISC-V AI-IoT End-Node SoC with 2-to-8b DNN Accelerat,Marsellus: A Heterogeneous RISC-V AI-IoT End-Node SoC with 2-to-8b DNN Acceleration and 30%-Boost Adaptive Body Biasing,arXiv 2023,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2305.08415v3
ARX-102,User-Conditioned Neural Control Policies for Mobile Robotics,User-Conditioned Neural Control Policies for Mobile Robotics,arXiv 2022,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2211.12181v4
ARX-103,A Survey of Deep Learning Techniques for Dynamic Branch Prediction,A Survey of Deep Learning Techniques for Dynamic Branch Prediction,arXiv 2021,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2112.14911v1
ARX-104,Dynamic Reliability Management in Neuromorphic Computing,Dynamic Reliability Management in Neuromorphic Computing,arXiv 2021,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2105.02038v1
ARX-105,SoCRATES: System-on-Chip Resource Adaptive Scheduling using Deep Reinforcement L,SoCRATES: System-on-Chip Resource Adaptive Scheduling using Deep Reinforcement Learning,arXiv 2021,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2104.14354v3
ARX-106,Always-On 674uW @ 4GOP/s Error Resilient Binary Neural Networks with Aggressive ,Always-On 674uW @ 4GOP/s Error Resilient Binary Neural Networks with Aggressive SRAM Voltage Scaling on a 22nm IoT End-Node,arXiv 2020,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2007.08952v1
ARX-107,Dynamic Group Convolution for Accelerating Convolutional Neural Networks,Dynamic Group Convolution for Accelerating Convolutional Neural Networks,arXiv 2020,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2007.04242v2
ARX-108,Improving Dependability of Neuromorphic Computing With Non-Volatile Memory,Improving Dependability of Neuromorphic Computing With Non-Volatile Memory,arXiv 2020,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2006.05868v1
ARX-109,Privacy-Preserving Inference in Machine Learning Services Using Trusted Executio,Privacy-Preserving Inference in Machine Learning Services Using Trusted Execution Environments,arXiv 2019,paper,arXiv增量|all:conditional AND all:execution AND al,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/1912.03485v1
ARX-110,LookThere! Sparse Vision by Reinforced Selection,LookThere! Sparse Vision by Reinforced Selection,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.04698v1
ARX-111,Anchoring Instruction Outside Mask: Exact Reference Caching for Efficient In-Con,Anchoring Instruction Outside Mask: Exact Reference Caching for Efficient In-Context Diffusion Transformers,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.21229v1
ARX-112,"Partition the Support, Reconstruct the Residual: Training-Free Sparse Attention ","Partition the Support, Reconstruct the Residual: Training-Free Sparse Attention for Video Generation and World Models",arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.18484v1
ARX-113,Development of Different Algorithms for Drone-Based Antenna Measurement Systems ,Development of Different Algorithms for Drone-Based Antenna Measurement Systems and Near-Field Error Analysis,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.16518v1
ARX-114,FluxBin: Flexible LUT-based Ultra-low-bit LLM Inference by Algorithm-Kernel Syne,FluxBin: Flexible LUT-based Ultra-low-bit LLM Inference by Algorithm-Kernel Synergy,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.15602v1
ARX-115,AudioTQ: A Data-Oblivious 6-Bit CPU Audio Codec via Randomized Hadamard Rotation,AudioTQ: A Data-Oblivious 6-Bit CPU Audio Codec via Randomized Hadamard Rotation and Lloyd-Max Quantization,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.15369v1
ARX-116,LoSA: Near-Lossless Sparse Attention for Training-Free Video Diffusion Accelerat,LoSA: Near-Lossless Sparse Attention for Training-Free Video Diffusion Acceleration,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.12032v1
ARX-117,BRACE: Taming Sharp Irregularities via Barycentric Rational Forecasting for Fast,BRACE: Taming Sharp Irregularities via Barycentric Rational Forecasting for Fast Diffusion Transformers Inference,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.07572v2
ARX-118,SPADE: An Input-Adaptive Sparse Attention Engine for Fast Video Diffusion Models,SPADE: An Input-Adaptive Sparse Attention Engine for Fast Video Diffusion Models Inference,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.03335v1
ARX-119,MatCreatioNN: Machine learning-guided computational discovery of photocatalysts ,MatCreatioNN: Machine learning-guided computational discovery of photocatalysts for environmental applications,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.27295v1
ARX-120,Sol-Attn: Accelerating Video Generation Inference via On-the-Fly Attention Spars,Sol-Attn: Accelerating Video Generation Inference via On-the-Fly Attention Sparsification,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.24027v1
ARX-121,SANA-Video 2.0: Hybrid Linear Attention with Attention Residuals for Efficient V,SANA-Video 2.0: Hybrid Linear Attention with Attention Residuals for Efficient Video Generation,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.21553v1
ARX-122,Adaptive Depth Sparse Framework: Similarity-Driven Resource Allocation for Pre-T,Adaptive Depth Sparse Framework: Similarity-Driven Resource Allocation for Pre-Trained LLMs,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.21291v1
ARX-123,Opto-ViT-v2: Noise-Resilient On-Chip Fine-Tuning for Photonic Near-Sensor Vision,Opto-ViT-v2: Noise-Resilient On-Chip Fine-Tuning for Photonic Near-Sensor Vision Transformer Accelerators,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.19421v1
ARX-124,"Toward a Stable and Deployable Adaptive Chirplet Transform: Residual Projection,","Toward a Stable and Deployable Adaptive Chirplet Transform: Residual Projection, Hybrid GPU Acceleration, and Multi-Channel Scalability",arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.16629v2
ARX-125,DSTAR: Accelerating Diffusion Transformers via Spatial and Temporal Redundancy R,DSTAR: Accelerating Diffusion Transformers via Spatial and Temporal Redundancy Reduction,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.15846v1
ARX-126,Realizable N:M Sparse Transformer Inference via Search-Kernel Co-Design,Realizable N:M Sparse Transformer Inference via Search-Kernel Co-Design,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.12505v2
ARX-127,Geometry-Aware MCTS for Extremal Problems in Combinatorial Geometry,Geometry-Aware MCTS for Extremal Problems in Combinatorial Geometry,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.26399v1
ARX-128,A sparse spectral method on a class of domains bounded by planar algebraic curve,A sparse spectral method on a class of domains bounded by planar algebraic curves,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.24423v1
ARX-129,ScalingAttention: Discovering Intrinsic Sparse Attention Topology for Video Diff,ScalingAttention: Discovering Intrinsic Sparse Attention Topology for Video Diffusion Transformers,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.23019v1
ARX-130,SCENIC: Semantic-Conditioned Edge-Aware Neural Framework for Structured IoT Comm,SCENIC: Semantic-Conditioned Edge-Aware Neural Framework for Structured IoT Command Generation,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.22296v1
ARX-131,Exploratory Modelling of Multi-System Transformation Pathways from Real-World Da,Exploratory Modelling of Multi-System Transformation Pathways from Real-World Data: A SINDy-Inspired Sparse Orthogonal Regression Technique,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.21530v1
ARX-132,Trustworthy MRI Reconstruction via Bayesian Uncertainty Quantification with Spar,Trustworthy MRI Reconstruction via Bayesian Uncertainty Quantification with Sparsity Prior Models,arXiv 2026,paper,arXiv增量|all:sparse AND all:accelerator AND all:t,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.17343v2
ARX-133,Layerwise Tunable Lifting Scheme for the Convolutional Neural Network,Layerwise Tunable Lifting Scheme for the Convolutional Neural Network,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.09827v1
ARX-134,Data-driven Koopman mode approximation: A neural power iteration algorithm,Data-driven Koopman mode approximation: A neural power iteration algorithm,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.26943v1
ARX-135,Convex Networks Remain Hard to Certify: Dimension-Accuracy Barriers for Lipschit,Convex Networks Remain Hard to Certify: Dimension-Accuracy Barriers for Lipschitz Constants,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.16150v1
ARX-136,Tube MPC for Bilinear Koopman Models using Robust Control Contraction Metrics,Tube MPC for Bilinear Koopman Models using Robust Control Contraction Metrics,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.29538v1
ARX-137,LiNO: Lifting based multiresolution neural operator,LiNO: Lifting based multiresolution neural operator,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.02715v1
ARX-138,Variational Inference via Entropic Transport Descent,Variational Inference via Entropic Transport Descent,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.25265v1
ARX-139,Geometric Prototype Learning in Quantum Hilbert Space with Matrix Product States,Geometric Prototype Learning in Quantum Hilbert Space with Matrix Product States,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.17895v1
ARX-140,SACK : Safe Active Continual Koopman Learning for Uncertain Systems with Contrac,SACK : Safe Active Continual Koopman Learning for Uncertain Systems with Contractive Guarantees,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.09659v2
ARX-141,A Neural Tension Operator for Curve Subdivision across Constant Curvature Geomet,A Neural Tension Operator for Curve Subdivision across Constant Curvature Geometries,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2603.28937v1
ARX-142,Learning Monge maps with constrained drifting models,Learning Monge maps with constrained drifting models,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2603.25182v3
ARX-143,Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Sur,Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Surrogates,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2603.11052v1
ARX-144,Weisfeiler and Lehman Go Categorical,Weisfeiler and Lehman Go Categorical,arXiv 2026,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2602.06787v1
ARX-145,Cross-Dialect Bird Species Recognition with Dialect-Calibrated Augmentation,Cross-Dialect Bird Species Recognition with Dialect-Calibrated Augmentation,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2509.22317v1
ARX-146,Explicit and Effectively Symmetric Schemes for Neural SDEs on Lie Groups,Explicit and Effectively Symmetric Schemes for Neural SDEs on Lie Groups,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2509.20599v2
ARX-147,Multimodal Spiking Neural Network for Space Robotic Manipulation,Multimodal Spiking Neural Network for Space Robotic Manipulation,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2508.07287v1
ARX-148,Sheaf Graph Neural Networks via PAC-Bayes Spectral Optimization,Sheaf Graph Neural Networks via PAC-Bayes Spectral Optimization,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2508.00357v2
ARX-149,Biorthogonal Tunable Wavelet Unit with Lifting Scheme in Convolutional Neural Ne,Biorthogonal Tunable Wavelet Unit with Lifting Scheme in Convolutional Neural Network,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2507.00739v1
ARX-150,A Mesh-Adaptive Hypergraph Neural Network for Unsteady Flow Around Oscillating a,A Mesh-Adaptive Hypergraph Neural Network for Unsteady Flow Around Oscillating and Rotating Structures,arXiv 2025,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.22252v2
ARX-151,Lift-and-Embed Learning Methods for Solving Scalar Hyperbolic Equations with Dis,Lift-and-Embed Learning Methods for Solving Scalar Hyperbolic Equations with Discontinuous Solutions,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2411.05382v2
ARX-152,Distributed Koopman Learning with Incomplete Measurements,Distributed Koopman Learning with Incomplete Measurements,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2409.11586v2
ARX-153,Obfuscation Based Privacy Preserving Representations are Recoverable Using Neigh,Obfuscation Based Privacy Preserving Representations are Recoverable Using Neighborhood Information,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2409.11536v2
ARX-154,Self-tuning moving horizon estimation of nonlinear systems via physics-informed ,Self-tuning moving horizon estimation of nonlinear systems via physics-informed machine learning Koopman modeling,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2408.03653v2
ARX-155,Multimodal Reaching-Position Prediction for ADL Support Using Neural Networks,Multimodal Reaching-Position Prediction for ADL Support Using Neural Networks,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2406.18162v1
ARX-156,Finite-difference least square methods for solving Hamilton-Jacobi equations usi,Finite-difference least square methods for solving Hamilton-Jacobi equations using neural networks,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2406.10758v4
ARX-157,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,arXiv 2024,paper,arXiv增量|all:lifting AND all:scheme AND all:neura,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2406.10513v1
