uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
ARX-135,Convex Networks Remain Hard to Certify: Dimension-Accuracy Barriers for Lipschit,Convex Networks Remain Hard to Certify: Dimension-Accuracy Barriers for Lipschitz Constants,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2608.16150,https://arxiv.org/abs/2608.16150v1,"Input-convex neural networks permit globally tractable minimization over their inputs, so one might expect their global regularity to be tractable in low input dimension. We prove exact and accuracy-sensitive barriers to this expectation. Given a bias-free one-hidden-layer ReLU network $f(x)=\sum_{r"
ARX-138,Variational Inference via Entropic Transport Descent,Variational Inference via Entropic Transport Descent,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2606.25265,https://arxiv.org/abs/2606.25265v1,"Particle-based variational inference (ParVI) methods approximate an intractable target distribution by evolving an ensemble of interacting samples. Existing approaches rely predominantly on kernel-based repulsion (e.g., SVGD), which suffers from variance collapse in high dimensions and mode collapse"
ARX-139,Geometric Prototype Learning in Quantum Hilbert Space with Matrix Product States,Geometric Prototype Learning in Quantum Hilbert Space with Matrix Product States,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2605.17895,https://arxiv.org/abs/2605.17895v1,Quantum probability provides a novel framework for formulating machine-learning (ML) problems in Hilbert space. We introduce a prototype-based learning scheme where class representatives are encoded as generative matrix product states (MPS). Because these prototypes reside in the same Hilbert space 
ARX-140,SACK : Safe Active Continual Koopman Learning for Uncertain Systems with Contrac,SACK : Safe Active Continual Koopman Learning for Uncertain Systems with Contractive Guarantees,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2605.09659,https://arxiv.org/abs/2605.09659v2,"Koopman operator theory provides a powerful framework for representing nonlinear dynamics through a linear operator acting on lifted observables, enabling the use of linear control techniques for nonlinear systems. However, Koopman models are typically learned from data and often degrade in performa"
ARX-141,A Neural Tension Operator for Curve Subdivision across Constant Curvature Geomet,A Neural Tension Operator for Curve Subdivision across Constant Curvature Geometries,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2,F4",2603.28937,https://arxiv.org/abs/2603.28937v1,"Interpolatory subdivision schemes generate smooth curves from piecewise-linear control polygons by repeatedly inserting new vertices. Classical schemes rely on a single global tension parameter and typically require separate formulations in Euclidean, spherical, and hyperbolic geometries. We introdu"
ARX-142,Learning Monge maps with constrained drifting models,Learning Monge maps with constrained drifting models,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2603.25182,https://arxiv.org/abs/2603.25182v3,"We study the estimation of optimal transport (OT) maps between an arbitrary source probability measure and a log-concave target probability measure. Our contributions are twofold. First, we propose a new evolution equation in the set of transport maps. It can be seen as the gradient flow of a lift o"
ARX-143,Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Sur,Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Surrogates,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2603.11052,https://arxiv.org/abs/2603.11052v1,"Neural operators (NOs) provide fast, resolution-invariant surrogates for mapping input fields to PDE solution fields, but their predictions can exhibit significant epistemic uncertainty due to finite data, imperfect optimization, and distribution shift. For practical deployment in scientific computi"
ARX-144,Weisfeiler and Lehman Go Categorical,Weisfeiler and Lehman Go Categorical,arXiv 2026,arXiv 2026,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2602.06787,https://arxiv.org/abs/2602.06787v1,"While lifting map has significantly enhanced the expressivity of graph neural networks, extending this paradigm to hypergraphs remains fragmented. To address this, we introduce the categorical Weisfeiler-Lehman framework, which formalizes lifting as a functorial mapping from an arbitrary data catego"
ARX-145,Cross-Dialect Bird Species Recognition with Dialect-Calibrated Augmentation,Cross-Dialect Bird Species Recognition with Dialect-Calibrated Augmentation,arXiv 2025,arXiv 2025,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,"F2,F6",2509.22317,https://arxiv.org/abs/2509.22317v1,"Dialect variation hampers automatic recognition of bird calls collected by passive acoustic monitoring. We address the problem on DB3V, a three-region, ten-species corpus of 8-s clips, and propose a deployable framework built on Time-Delay Neural Networks (TDNNs). Frequency-sensitive normalisation ("
ARX-146,Explicit and Effectively Symmetric Schemes for Neural SDEs on Lie Groups,Explicit and Effectively Symmetric Schemes for Neural SDEs on Lie Groups,arXiv 2025,arXiv 2025,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2509.20599,https://arxiv.org/abs/2509.20599v2,"Backpropagation through (neural) SDE solvers is traditionally approached in two ways: discretise-then-optimise, which offers accurate gradients but incurs prohibitive memory costs; and optimise-then-discretise, which achieves constant memory cost by solving an auxiliary backward SDE, but suffers fro"
ARX-148,Sheaf Graph Neural Networks via PAC-Bayes Spectral Optimization,Sheaf Graph Neural Networks via PAC-Bayes Spectral Optimization,arXiv 2025,arXiv 2025,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2508.00357,https://arxiv.org/abs/2508.00357v2,"Over-smoothing in Graph Neural Networks (GNNs) causes collapse in distinct node features, particularly on heterophilic graphs where adjacent nodes often have dissimilar labels. Although sheaf neural networks partially mitigate this problem, they typically rely on static or heavily parameterized shea"
ARX-149,Biorthogonal Tunable Wavelet Unit with Lifting Scheme in Convolutional Neural Ne,Biorthogonal Tunable Wavelet Unit with Lifting Scheme in Convolutional Neural Network,arXiv 2025,arXiv 2025,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2507.00739,https://arxiv.org/abs/2507.00739v1,"This work introduces a novel biorthogonal tunable wavelet unit constructed using a lifting scheme that relaxes both the orthogonality and equal filter length constraints, providing greater flexibility in filter design. The proposed unit enhances convolution, pooling, and downsampling operations, lea"
ARX-151,Lift-and-Embed Learning Methods for Solving Scalar Hyperbolic Equations with Dis,Lift-and-Embed Learning Methods for Solving Scalar Hyperbolic Equations with Discontinuous Solutions,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2411.05382,https://arxiv.org/abs/2411.05382v2,"Deep learning methods, which exploit auto-differentiation to compute derivatives without dispersion or dissipation errors, have recently emerged as a compelling alternative to classical mesh-based numerical schemes for solving hyperbolic conservation laws. However, solutions to hyperbolic problems a"
ARX-152,Distributed Koopman Learning with Incomplete Measurements,Distributed Koopman Learning with Incomplete Measurements,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2409.11586,https://arxiv.org/abs/2409.11586v2,"Koopman operator theory has emerged as a powerful tool for system identification, particularly for approximating nonlinear time-invariant systems (NTIS). This paper considers a network of agents with limited observation capabilities that collaboratively estimate the dynamics of an NTIS. A distribute"
ARX-154,Self-tuning moving horizon estimation of nonlinear systems via physics-informed ,Self-tuning moving horizon estimation of nonlinear systems via physics-informed machine learning Koopman modeling,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2408.03653,https://arxiv.org/abs/2408.03653v2,"In this paper, we propose a physics-informed learning-based Koopman modeling approach and present a Koopman-based self-tuning moving horizon estimation design for a class of nonlinear systems. Specifically, we train Koopman operators and two neural networks - the state lifting network and the noise "
ARX-155,Multimodal Reaching-Position Prediction for ADL Support Using Neural Networks,Multimodal Reaching-Position Prediction for ADL Support Using Neural Networks,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2406.18162,https://arxiv.org/abs/2406.18162v1,"This study aimed to develop daily living support robots for patients with hemiplegia and the elderly. To support the daily living activities using robots in ordinary households without imposing physical and mental burdens on users, the system must detect the actions of the user and move appropriatel"
ARX-156,Finite-difference least square methods for solving Hamilton-Jacobi equations usi,Finite-difference least square methods for solving Hamilton-Jacobi equations using neural networks,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,,2406.10758,https://arxiv.org/abs/2406.10758v4,"We present a simple algorithm to approximate the viscosity solution of Hamilton-Jacobi (HJ) equations by means of an artificial deep neural network. The algorithm uses a stochastic gradient descent-based method to minimize the least square principle defined by a monotone, consistent numerical scheme"
ARX-157,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,arXiv 2024,arXiv 2024,paper,P2_low_mid,18,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2406.10513,https://arxiv.org/abs/2406.10513v1,We introduce a new framework for molecular graph generation with 3D molecular generative models. Our Synthetic Coordinate Embedding (SyCo) framework maps molecular graphs to Euclidean point clouds via synthetic conformer coordinates and learns the inverse map using an E(n)-Equivariant Graph Neural N
OS-07,OpenROAD,OpenROAD open-source ASIC PnR flow (local scoreboard use),open-source/EDA,open-source,open_source,P2_low_mid,18,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/The-OpenROAD-Project/OpenROAD,
OS-13,timm-optical-flow-baselines,Common optical-flow / RAFT-family open implementations used as task priors,open-source,open-source,open_source,P2_low_mid,18,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/princeton-vl/RAFT,
ARX-094,AFarePart: Accuracy-aware Fault-resilient Partitioner for DNN Edge Accelerators,AFarePart: Accuracy-aware Fault-resilient Partitioner for DNN Edge Accelerators,arXiv 2025,arXiv 2025,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2512.07449,https://arxiv.org/abs/2512.07449v1,"Deep Neural Networks (DNNs) are increasingly deployed across distributed and resource-constrained platforms, such as System-on-Chip (SoC) accelerators and edge-cloud systems. DNNs are often partitioned and executed across heterogeneous processing units to optimize latency and energy. However, the re"
ARX-099,Leveraging Prior Mean Models for Faster Bayesian Optimization of Particle Accele,Leveraging Prior Mean Models for Faster Bayesian Optimization of Particle Accelerators,arXiv 2024,arXiv 2024,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2403.03225,https://arxiv.org/abs/2403.03225v4,"Tuning particle accelerators is a challenging and time-consuming task that can be automated and carried out efficiently using suitable optimization algorithms, such as model-based Bayesian optimization techniques. One of the major advantages of Bayesian algorithms is the ability to incorporate prior"
ARX-109,Privacy-Preserving Inference in Machine Learning Services Using Trusted Executio,Privacy-Preserving Inference in Machine Learning Services Using Trusted Execution Environments,arXiv 2019,arXiv 2019,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,1912.03485,https://arxiv.org/abs/1912.03485v1,"This work presents Origami, which provides privacy-preserving inference for large deep neural network (DNN) models through a combination of enclave execution, cryptographic blinding, interspersed with accelerator-based computation. Origami partitions the ML model into multiple partitions. The first "
ARX-183,bitSMM: A bit-Serial Matrix Multiplication Accelerator,bitSMM: A bit-Serial Matrix Multiplication Accelerator,arXiv 2026,arXiv 2026,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2603.14988,https://arxiv.org/abs/2603.14988v1,"Neural-network (NN) inference is increasingly present on-board spacecraft to reduce downlink bandwidth and enable timely decision making. However, the power and reliability constraints of space missions limit the applicability of many state-of-the-art NN accelerators. This paper presents bitSMM, a b"
ARX-184,GAVINA: flexible aggressive undervolting for bit-serial mixed-precision DNN acce,GAVINA: flexible aggressive undervolting for bit-serial mixed-precision DNN acceleration,arXiv 2025,arXiv 2025,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2511.23203,https://arxiv.org/abs/2511.23203v1,"Voltage overscaling, or undervolting, is an enticing approximate technique in the context of energy-efficient Deep Neural Network (DNN) acceleration, given the quadratic relationship between power and voltage. Nevertheless, its very high error rate has thwarted its general adoption. Moreover, recent"
ARX-188,Energy-Efficient Supervised Learning with a Binary Stochastic Forward-Forward Al,Energy-Efficient Supervised Learning with a Binary Stochastic Forward-Forward Algorithm,arXiv 2025,arXiv 2025,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2507.06461,https://arxiv.org/abs/2507.06461v1,"Reducing energy consumption has become a pressing need for modern machine learning, which has achieved many of its most impressive results by scaling to larger and more energy-consumptive neural networks. Unfortunately, the main algorithm for training such networks, backpropagation, poses significan"
ARX-189,A Flexible Precision Scaling Deep Neural Network Accelerator with Efficient Weig,A Flexible Precision Scaling Deep Neural Network Accelerator with Efficient Weight Combination,arXiv 2025,arXiv 2025,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2502.00687,https://arxiv.org/abs/2502.00687v1,"Deploying mixed-precision neural networks on edge devices is friendly to hardware resources and power consumption. To support fully mixed-precision neural network inference, it is necessary to design flexible hardware accelerators for continuous varying precision operations. However, the previous wo"
ARX-191,DSLR-CNN: Efficient CNN Acceleration using Digit-Serial Left-to-Right Arithmetic,DSLR-CNN: Efficient CNN Acceleration using Digit-Serial Left-to-Right Arithmetic,arXiv 2025,arXiv 2025,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2501.01737,https://arxiv.org/abs/2501.01737v1,"Digit-serial arithmetic has emerged as a viable approach for designing hardware accelerators, reducing interconnections, area utilization, and power consumption. However, conventional methods suffer from performance and latency issues. To address these challenges, we propose an accelerator design us"
ARX-192,IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With an End-to,IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With an End-to-End Analog Charge-Based 0.15-8POPS/W Macro Featuring Distribution-Aware Data Reshaping,arXiv 2024,arXiv 2024,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F6",2412.19750,https://arxiv.org/abs/2412.19750v1,"Charge-domain compute-in-memory (CIM) SRAMs have recently become an enticing compromise between computing efficiency and accuracy to process sub-8b convolutional neural networks (CNNs) at the edge. Yet, they commonly make use of a fixed dot-product (DP) voltage swing, which leads to a loss in effect"
ARX-194,Design and Implementation of Hardware Accelerators for Neural Processing Applica,Design and Implementation of Hardware Accelerators for Neural Processing Applications,arXiv 2024,arXiv 2024,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2402.00051,https://arxiv.org/abs/2402.00051v1,Primary motivation for this work was the need to implement hardware accelerators for a newly proposed ANN structure called Auto Resonance Network (ARN) for robotic motion planning. ARN is an approximating feed-forward hierarchical and explainable network. It can be used in various AI applications bu
ARX-196,BRAMAC: Compute-in-BRAM Architectures for Multiply-Accumulate on FPGAs,BRAMAC: Compute-in-BRAM Architectures for Multiply-Accumulate on FPGAs,arXiv 2023,arXiv 2023,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2304.03974,https://arxiv.org/abs/2304.03974v1,Deep neural network (DNN) inference using reduced integer precision has been shown to achieve significant improvements in memory utilization and compute throughput with little or no accuracy loss compared to full-precision floating-point. Modern FPGA-based DNN inference relies heavily on the on-chip
ARX-197,"AGNI: In-Situ, Iso-Latency Stochastic-to-Binary Number Conversion for In-DRAM De","AGNI: In-Situ, Iso-Latency Stochastic-to-Binary Number Conversion for In-DRAM Deep Learning",arXiv 2023,arXiv 2023,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2302.07746,https://arxiv.org/abs/2302.07746v1,"Recent years have seen a rapid increase in research activity in the field of DRAM-based Processing-In-Memory (PIM) accelerators, where the analog computing capability of DRAM is employed by minimally changing the inherent structure of DRAM peripherals to accelerate various data-centric applications."
ARX-199,Accelerating Neural Network Inference with Processing-in-DRAM: From the Edge to ,Accelerating Neural Network Inference with Processing-in-DRAM: From the Edge to the Cloud,arXiv 2022,arXiv 2022,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,,2209.08938,https://arxiv.org/abs/2209.08938v2,"Neural networks (NNs) are growing in importance and complexity. A neural network's performance (and energy efficiency) can be bound either by computation or memory resources. The processing-in-memory (PIM) paradigm, where computation is placed near or within memory arrays, is a viable solution to ac"
ARX-202,Ax-BxP: Approximate Blocked Computation for Precision-Reconfigurable Deep Neural,Ax-BxP: Approximate Blocked Computation for Precision-Reconfigurable Deep Neural Network Acceleration,arXiv 2020,arXiv 2020,paper,P2_low_mid,16,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2011.13000,https://arxiv.org/abs/2011.13000v3,Precision scaling has emerged as a popular technique to optimize the compute and storage requirements of Deep Neural Networks (DNNs). Efforts toward creating ultra-low-precision (sub-8-bit) DNNs suggest that the minimum precision required to achieve a given network-level accuracy varies considerably
MAIN-R118,VideoTime3,VideoTime<sup>3</sup>: A 40-uJ/frame 38 FPS Video Understanding Accelerator With Real-Time DiffFrame Temporal Redundancy Reduction and Temporal Modeling,IEEE Solid-State Circuits Letters 2023,IEEE Solid-State Circuits Letters 2023,paper,P2_low_mid,16,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/LSSC.2023.3286698'],
MAIN-R177,Control Variate,Control Variate Approximation for DNN Accelerators,DAC 2021,DAC 2021,paper,P2_low_mid,16,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/DAC18074.2021.9586092'],
MUSHA-CM001,IMPULSE,IMPULSE fused weight + membrane-potential digital CIM,待核,待核,paper,P2_low_mid,16,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-CM002,Neuro-CIM,Neuro-CIM MSB word skipping + early stopping ADC-less,待核,待核,paper,P2_low_mid,16,metadata_only,unclear,already_inventoried_musha_incremental,"F2,F4",,,
MUSHA-CM004,TFSRAM,TFSRAM twin-column TTFS SRAM CIM,待核,待核,paper,P2_low_mid,16,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MAIN-R077,DOTA,DOTA: Detect and Omit Weak Attentions for Scalable Transformer Acceleration,ASPLOS 2022,ASPLOS 2022,paper,P2_low_mid,14,metadata_only,metadata_or_list,already_inventoried,F7,,"['https://doi.org/10.1145/3503222.3507738', 'https://par.nsf.gov/servlets/purl/10357543']",
MAIN-R078,FACT,FACT: FFN-Attention Co-optimized Transformer Architecture with Eager Correlation Prediction,Proceedings of the 50th Annual International Symposium on Computer Architecture 2023,Proceedings of the 50th Annual International Symposium on Computer Architecture ,paper,P2_low_mid,14,metadata_only,metadata_or_list,already_inventoried,"F2,F7",,['https://doi.org/10.1145/3579371.3589057'],
MAIN-R085,FlashAttention-2,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,ICLR 2024,ICLR 2024,paper,P2_low_mid,14,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2307.08691,"['https://arxiv.org/abs/2307.08691', 'https://proceedings.iclr.cc/paper_files/paper/2024/hash/98ed250b203d1ac6b24bbcf263e3d4a7-Abstract-Conference.html']","Scaling Transformers to longer sequence lengths has been a major problem in the last several years, promising to improve performance in language modeling and high-resolution image understanding, as well as to unlock new applications in code, audio, and video generation. The attention layer is the ma"
MAIN-R087,H-FA,H-FA: A Hybrid Floating-Point and Logarithmic Approach to Hardware Accelerated FlashAttention,arXiv 2025,arXiv 2025,paper,P2_low_mid,14,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2511.00295,['https://arxiv.org/abs/2511.00295'],"Transformers have significantly advanced AI and machine learning through their powerful attention mechanism. However, computing attention on long sequences can become a computational bottleneck. FlashAttention mitigates this by fusing the softmax and matrix operations into a tiled computation patter"
MAIN-R089,PagedAttention,Efficient Memory Management for Large Language Model Serving with PagedAttention,SOSP 2023,SOSP 2023,paper,P2_low_mid,14,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2309.06180,"['https://arxiv.org/abs/2309.06180', 'https://doi.org/10.1145/3600006.3613165']","High throughput serving of large language models (LLMs) requires batching sufficiently many requests at a time. However, existing systems struggle because the key-value cache (KV cache) memory for each request is huge and grows and shrinks dynamically. When managed inefficiently, this memory can be "
MAIN-R104,LookupFFN,LookupFFN: Making Transformers Compute-lite for CPU inference,ICML 2023,ICML 2023,paper,P2_low_mid,14,metadata_only,deep_or_method,already_inventoried,,,"['https://proceedings.mlr.press/v202/zeng23a/zeng23a.pdf', 'https://proceedings.mlr.press/v202/zeng23a.html']",
MUSHA-AT003,DOTA,DOTA: detect and omit weak attentions,ASPLOS 2022,ASPLOS 2022,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-AT008,FlashAttention,FlashAttention / FA-2 / FA-3 GPU kernels,NeurIPS 2022,NeurIPS 2022,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-AT010,A3_approx_attention,A3 approximate candidate selection for attention,待核,待核,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-AT011,AccelTran,AccelTran / DynaTran runtime activation prune + tiling,待核,待核,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,"F1,F7",,,
MUSHA-AT012,Motion-XOR_identity,Motion-XOR attention (project frozen identity),project 2026,project 2026,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,"F2,F7",,,
MUSHA-IS009,Keller_VLSI22_INT4,Per-vector scaled INT4 Transformer engine in 5nm,Symp. on VLSI 2022,VLSI Symp 2022,paper,P2_low_mid,14,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
ARX-045,Robust and Sparse Group Dynamic Causal Modeling via Student-t Parametric Empiric,Robust and Sparse Group Dynamic Causal Modeling via Student-t Parametric Empirical Bayes and Nonlocal Priors,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,,2609.06379,https://arxiv.org/abs/2609.06379v1,
ARX-052,Bayesian Sparse Gaussian Mixture Model in High Dimensions,Bayesian Sparse Gaussian Mixture Model in High Dimensions,arXiv 2022,arXiv 2022,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,,2207.10301,https://arxiv.org/abs/2207.10301v3,
ARX-057,Bayesian Linear Regression for Multivariate Responses Under Group Sparsity,Bayesian Linear Regression for Multivariate Responses Under Group Sparsity,arXiv 2018,arXiv 2018,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F2",1807.03439,https://arxiv.org/abs/1807.03439v3,
ARX-204,Practical Threshold-based Tree Edit Distance Lower-Bounds,Practical Threshold-based Tree Edit Distance Lower-Bounds,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2609.03078,https://arxiv.org/abs/2609.03078v1,
ARX-205,Debias-SparseGPT: Bias-Aware Pruning for Large Language Models,Debias-SparseGPT: Bias-Aware Pruning for Large Language Models,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2609.02496,https://arxiv.org/abs/2609.02496v1,
ARX-206,Accelerating Unified Multimodal Models with Core-Expansion Routing and Unified C,Accelerating Unified Multimodal Models with Core-Expansion Routing and Unified Computation Scheduling,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F7",2608.29291,https://arxiv.org/abs/2608.29291v3,
ARX-208,Macro-Operator Generation and Predicate Selection for TAMP Operator Learning,Macro-Operator Generation and Predicate Selection for TAMP Operator Learning,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2608.23629,https://arxiv.org/abs/2608.23629v2,
ARX-209,NestyNet. III. Symbolic Regression from Analytic Neural Surrogates,NestyNet. III. Symbolic Regression from Analytic Neural Surrogates,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2608.21051,https://arxiv.org/abs/2608.21051v2,
ARX-210,Exploring the Performance Frontier of Compact Unified Image Generation Models,Exploring the Performance Frontier of Compact Unified Image Generation Models,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2608.20334,https://arxiv.org/abs/2608.20334v2,
ARX-213,MoE Proxy Models for Low-Cost Failure Reproduction and Diagnosis in LLM RL Post-,MoE Proxy Models for Low-Cost Failure Reproduction and Diagnosis in LLM RL Post-Training,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2608.10823,https://arxiv.org/abs/2608.10823v1,
ARX-214,Local Epistemic Uncertainty Guided Active Sampling for Plug-and-play Diffusive I,Local Epistemic Uncertainty Guided Active Sampling for Plug-and-play Diffusive Image Restoration,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2608.06981,https://arxiv.org/abs/2608.06981v2,
ARX-215,HiSC: Hierarchical Spatial Clustering Token Compression for Efficient 3D Scene U,HiSC: Hierarchical Spatial Clustering Token Compression for Efficient 3D Scene Understanding,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F7",2608.04610,https://arxiv.org/abs/2608.04610v1,
ARX-216,Logic Before Language: Pre-pretraining on Formal Derivations Fosters Skill Acqui,Logic Before Language: Pre-pretraining on Formal Derivations Fosters Skill Acquisition and Compressibility,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F7",2608.03930,https://arxiv.org/abs/2608.03930v1,
ARX-217,When Do Fewer Visual Tokens Accelerate Multimodal Inference? A Break-Even Study ,When Do Fewer Visual Tokens Accelerate Multimodal Inference? A Break-Even Study Across Decision Locations and Hardware,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F7",2608.03649,https://arxiv.org/abs/2608.03649v1,
ARX-220,SPARE-GS: Structural Parsimony and Resource Efficiency for 3D Gaussian Splatting,SPARE-GS: Structural Parsimony and Resource Efficiency for 3D Gaussian Splatting,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2607.16624,https://arxiv.org/abs/2607.16624v1,
ARX-221,Constraint-Driven Model Optimization: An Industry Framework for Selecting Compre,Constraint-Driven Model Optimization: An Industry Framework for Selecting Compression and Acceleration Techniques in Modern Machine Learning Systems,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2607.13735,https://arxiv.org/abs/2607.13735v2,
ARX-222,SpeedyGS: Content-Aware 3D Gaussian Splatting Compression via Two-Stage Optimiza,SpeedyGS: Content-Aware 3D Gaussian Splatting Compression via Two-Stage Optimization,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2607.12656,https://arxiv.org/abs/2607.12656v1,
ARX-223,Unlocking Parallelism in Autoregressive Language Models via Speculative Decoding,Unlocking Parallelism in Autoregressive Language Models via Speculative Decoding with Progressive Tree Drafting,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2607.10661,https://arxiv.org/abs/2607.10661v1,
